conversation_id,patient_message,doctor_response,intent,sentiment,summary,key_points
129,My child needs a sports physical - do you have pediatric appointments tomorrow?,Great news! We have several convenient openings that should work perfectly for your schedule.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"child, needs, sports, physical, pediatric"
130,I lost my prescription slip for the antibiotics - can you reissue?,I can certainly renew that. Has your current dosage been effective for you?,ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"prescription, antibiotics, reissue?"
131,Do you provide interpreter services for non-English speakers?,Insurance verification protocols require submission of credentials 48 hours prior to scheduled appointments.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"provide, interpreter, services, non-English, speakers?"
132,The nurse didn't return my urgent call about medication side effects.,I am so sorry this happened to you. There's no excuse for this kind of treatment.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"nurse, didn't, return, urgent, about"
133,Are there any weekend slots available for a general consultation?,Let me check our availability. Are you looking for something this week or next?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"there, weekend, slots, available, general"
134,My pharmacy says they need prior authorization for my new cholesterol meds.,"Let me verify - you need a refill for your medication, correct?",ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"pharmacy, prior, authorization, cholesterol, meds."
135,My pharmacy says they need prior authorization for my new cholesterol meds.,I'm pleased to renew this prescription for you. The treatment seems to be working very well.,ask_prescription,positive,Patient asked for medication renewal or advice. Communication had an optimistic tone.,"pharmacy, prior, authorization, cholesterol, meds."
136,It's been 2 weeks since my surgery - when should I come for a wound check?,I'm very encouraged by your progress! The treatment is working exactly as we hoped.,follow_up,positive,Patient followed up regarding previous consultation. Communication had an optimistic tone.,"weeks, since, surgery, should, wound"
137,The biopsy results came back - can we discuss them at my next visit?,"You know, I've been thinking about your case - sounds like you're really making progress!",follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"biopsy, results, discuss, visit?"
138,I completed the treatment but still feel fatigued - what next?,"You know, I've been thinking about your case - sounds like you're really making progress!",follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"completed, treatment, still, fatigued, next?"
139,The biopsy results came back - can we discuss them at my next visit?,Let's review your case. What improvements have you noticed with the treatment?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"biopsy, results, discuss, visit?"
140,The doctor didn't explain my diagnosis clearly - I have many unanswered questions.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"doctor, didn't, explain, diagnosis, clearly"
141,I noticed blood in my urine this morning with some burning sensation.,These symptoms need immediate investigation. I'm going to expedite some tests right away.,discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"noticed, blood, urine, morning, burning"
142,The prescription you sent was out of stock at my pharmacy with no alternatives.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"prescription, stock, pharmacy, alternatives."
143,The physical therapy exercises caused more pain - is this normal?,Hey there! So good to hear from you! How are you feeling after our last appointment?,follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"physical, therapy, exercises, caused, normal?"
144,The doctor didn't explain my diagnosis clearly - I have many unanswered questions.,I appreciate you bringing this to our attention. We're always looking for ways to do better.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"doctor, didn't, explain, diagnosis, clearly"
145,Where can I park when coming for my appointment?,I apologize that our holiday schedule is so limited. I know it can make things difficult.,general_questions,apologetic,Patient asked general information about services. Communication included regret or apologies.,"Where, coming, appointment?"
146,What COVID safety measures are you currently following?,Insurance verification protocols require submission of credentials 48 hours prior to scheduled appointments.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"COVID, safety, measures, currently, following?"
147,The antidepressant dosage doesn't seem effective anymore - can we adjust?,I can certainly renew that. Has your current dosage been effective for you?,ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"antidepressant, dosage, doesn't, effective, anymore"
148,There's sharp pain in my lower right abdomen that comes and goes.,These symptoms raise some red flags for me. I want to make sure we don't miss anything important.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"There's, sharp, lower, right, abdomen"
149,Can I book a follow-up with Dr. Smith for my post-op check?,Let me check our availability. Are you looking for something this week or next?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"follow-up, Smith, post-op, check?"
150,The billing department charged me for services I never received.,"I'm totally with you on this one - that experience wasn't okay, and we can do better!",complaint,friendly,Patient reported dissatisfaction or issues. Communication was warm and personable.,"billing, department, charged, services, never"
151,What's your policy on late cancellations?,We accept most major insurance plans. May I have your member ID to verify?,general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"What's, policy, cancellations?"
152,"My joints are swollen and painful, especially in the mornings.",I'm sorry you've been dealing with this discomfort. We should have caught this during your last visit.,discuss_symptoms,apologetic,Patient described current health symptoms. Communication included regret or apologies.,"joints, swollen, painful,, especially, mornings."
153,I'd like to make a same-day urgent appointment if possible.,Great news! We have several convenient openings that should work perfectly for your schedule.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"same-day, urgent, appointment, possible."
154,Could I get an appointment with the cardiology department?,"Unfortunately, we're extremely booked for the next three weeks due to staff shortages.",request_appointment,negative,Patient requested a future consultation. Communication expressed concerns or dissatisfaction.,"Could, appointment, cardiology, department?"
155,The antibiotics helped but my sinus infection isn't completely gone.,These test results are not what we hoped for. We need to reconsider our approach immediately.,follow_up,negative,Patient followed up regarding previous consultation. Communication expressed concerns or dissatisfaction.,"antibiotics, helped, sinus, infection, isn't"
156,I lost my prescription slip for the antibiotics - can you reissue?,"Given your situation, I'm authorizing an immediate refill that you can pick up today.",ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"prescription, antibiotics, reissue?"
157,I've been tracking my blood pressure as instructed - should I continue the meds?,Let's review your case. What improvements have you noticed with the treatment?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"tracking, blood, pressure, instructed, should"
158,I've been tracking my blood pressure as instructed - should I continue the meds?,Glad you're following up. How have your symptoms progressed since we last spoke?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"tracking, blood, pressure, instructed, should"
159,I've been waiting 45 minutes past my scheduled appointment time.,Thank you for bringing this to our attention. This isn't our usual standard.,complaint,neutral,Patient reported dissatisfaction or issues. Communication was matter-of-fact.,"waiting, minutes, scheduled, appointment, time."
160,The rash has spread despite using the prescribed cream - what now?,Hey there! So good to hear from you! How are you feeling after our last appointment?,follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"spread, despite, using, prescribed, cream"
161,The receptionist was very rude when I called to reschedule.,This level of service is completely unacceptable. I share your frustration entirely.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"receptionist, called, reschedule."
162,The prescription you sent was out of stock at my pharmacy with no alternatives.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"prescription, stock, pharmacy, alternatives."
163,My insulin prescription is running low - can you send a refill to CVS?,"Let me verify - you need a refill for your medication, correct?",ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"insulin, prescription, running, refill"
164,It's been 2 weeks since my surgery - when should I come for a wound check?,"You know, I've been thinking about your case - sounds like you're really making progress!",follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"weeks, since, surgery, should, wound"
165,My insulin prescription is running low - can you send a refill to CVS?,I can certainly renew that. Has your current dosage been effective for you?,ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"insulin, prescription, running, refill"
166,Do you accept my new insurance plan?,Insurance verification protocols require submission of credentials 48 hours prior to scheduled appointments.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"accept, insurance, plan?"
167,"My joints are swollen and painful, especially in the mornings.",I'm genuinely concerned about what you're experiencing. Let's take these symptoms very seriously.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"joints, swollen, painful,, especially, mornings."
168,What are your clinic hours on holidays?,We accept most major insurance plans. May I have your member ID to verify?,general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"clinic, hours, holidays?"
169,I've been waiting 45 minutes past my scheduled appointment time.,"Given the severity of this issue, I'm taking immediate steps to address it today.",complaint,urgent,Patient reported dissatisfaction or issues. Communication emphasized immediate action needed.,"waiting, minutes, scheduled, appointment, time."
170,I lost my prescription slip for the antibiotics - can you reissue?,"Great news! Your lab results look excellent, so I'm happy to continue your current medication.",ask_prescription,positive,Patient asked for medication renewal or advice. Communication had an optimistic tone.,"prescription, antibiotics, reissue?"
171,The doctor didn't explain my diagnosis clearly - I have many unanswered questions.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"doctor, didn't, explain, diagnosis, clearly"
172,The receptionist was very rude when I called to reschedule.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"receptionist, called, reschedule."
173,Your online portal isn't working and I can't access my medical records.,Your experience worries me greatly. No patient should face these kinds of issues.,complaint,concerned,Patient reported dissatisfaction or issues. Communication expressed worry or caution.,"online, portal, isn't, working, can't"
174,Where can I park when coming for my appointment?,"For urgent needs, please note our special holiday triage line is always available.",general_questions,urgent,Patient asked general information about services. Communication emphasized immediate action needed.,"Where, coming, appointment?"
175,I'm traveling abroad and need a 3-month supply of my blood thinners.,This is critical - I'm sending an emergency prescription to your pharmacy to be ready within the hour.,ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"traveling, abroad, 3-month, supply, blood"
176,My blood sugar levels have stabilized - do I still need the same dosage?,The post-procedure assessment indicates satisfactory healing with no contraindications for resuming normal activity.,follow_up,formal,Patient followed up regarding previous consultation. Communication was professional and technical.,"blood, sugar, levels, stabilized, still"
177,Your online portal isn't working and I can't access my medical records.,I am so sorry this happened to you. There's no excuse for this kind of treatment.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"online, portal, isn't, working, can't"
178,I need to schedule a physical exam before my overseas trip next month.,Great news! We have several convenient openings that should work perfectly for your schedule.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"schedule, physical, before, overseas, month."
179,I'm having bad side effects from the new medication - can we switch?,I'm a bit worried about these side effects you're mentioning. Let's discuss alternatives to this medication.,ask_prescription,concerned,Patient asked for medication renewal or advice. Communication expressed worry or caution.,"having, effects, medication, switch?"
180,The receptionist was very rude when I called to reschedule.,Thank you for bringing this to our attention. This isn't our usual standard.,complaint,neutral,Patient reported dissatisfaction or issues. Communication was matter-of-fact.,"receptionist, called, reschedule."
181,Where can I park when coming for my appointment?,"Our regular hours are 8am-6pm weekdays, with urgent care until 8pm.",general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"Where, coming, appointment?"
182,I need to schedule my annual diabetes screening and checkup.,I can help with that. Would you prefer an early morning or late afternoon appointment?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"schedule, annual, diabetes, screening, checkup."
183,My child needs a sports physical - do you have pediatric appointments tomorrow?,I'd be happy to schedule that for you! We have some excellent time slots available.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"child, needs, sports, physical, pediatric"
184,What are your clinic hours on holidays?,I'm happy to confirm that we accept your insurance with excellent coverage options.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"clinic, hours, holidays?"
185,What are your clinic hours on holidays?,"Our regular hours are 8am-6pm weekdays, with urgent care until 8pm.",general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"clinic, hours, holidays?"
186,Your online portal isn't working and I can't access my medical records.,I am so sorry this happened to you. There's no excuse for this kind of treatment.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"online, portal, isn't, working, can't"
187,The billing department charged me for services I never received.,This requires immediate attention. I'm escalating this to our director right now.,complaint,urgent,Patient reported dissatisfaction or issues. Communication emphasized immediate action needed.,"billing, department, charged, services, never"
188,What are your clinic hours on holidays?,We accept most major insurance plans. May I have your member ID to verify?,general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"clinic, hours, holidays?"
189,Where can I park when coming for my appointment?,I'm happy to confirm that we accept your insurance with excellent coverage options.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"Where, coming, appointment?"
190,The nurse didn't return my urgent call about medication side effects.,This level of service is completely unacceptable. I share your frustration entirely.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"nurse, didn't, return, urgent, about"
191,My pharmacy says they need prior authorization for my new cholesterol meds.,This is critical - I'm sending an emergency prescription to your pharmacy to be ready within the hour.,ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"pharmacy, prior, authorization, cholesterol, meds."
192,Do you accept my new insurance plan?,Insurance verification protocols require submission of credentials 48 hours prior to scheduled appointments.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"accept, insurance, plan?"
193,There's a strange numbness in my left arm that won't go away.,I understand this must be worrying. How long exactly have you been experiencing these symptoms?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"There's, strange, numbness, won't, away."
194,The nurse didn't return my urgent call about medication side effects.,I am so sorry this happened to you. There's no excuse for this kind of treatment.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"nurse, didn't, return, urgent, about"
195,The physical therapy exercises caused more pain - is this normal?,These test results are not what we hoped for. We need to reconsider our approach immediately.,follow_up,negative,Patient followed up regarding previous consultation. Communication expressed concerns or dissatisfaction.,"physical, therapy, exercises, caused, normal?"
196,I'm having bad side effects from the new medication - can we switch?,"Great news! Your lab results look excellent, so I'm happy to continue your current medication.",ask_prescription,positive,Patient asked for medication renewal or advice. Communication had an optimistic tone.,"having, effects, medication, switch?"
197,The receptionist was very rude when I called to reschedule.,This level of service is completely unacceptable. I share your frustration entirely.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"receptionist, called, reschedule."
198,I'm experiencing shortness of breath even with minimal activity.,"Given what you've described, we need to run tests immediately. This requires urgent attention.",discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"experiencing, shortness, breath, minimal, activity."
199,The antibiotics helped but my sinus infection isn't completely gone.,These follow-up symptoms require urgent attention. Can you come to the office today?,follow_up,urgent,Patient followed up regarding previous consultation. Communication emphasized immediate action needed.,"antibiotics, helped, sinus, infection, isn't"
200,How do I get a copy of my medical records transferred to another provider?,We accept most major insurance plans. May I have your member ID to verify?,general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"medical, records, transferred, another, provider?"
201,The antidepressant dosage doesn't seem effective anymore - can we adjust?,The clinical protocol indicates that medication adjustment may be warranted based on reported efficacy.,ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"antidepressant, dosage, doesn't, effective, anymore"
202,The antibiotics helped but my sinus infection isn't completely gone.,Glad you're following up. How have your symptoms progressed since we last spoke?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"antibiotics, helped, sinus, infection, isn't"
203,There's sharp pain in my lower right abdomen that comes and goes.,These symptoms raise some red flags for me. I want to make sure we don't miss anything important.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"There's, sharp, lower, right, abdomen"
204,Do you provide interpreter services for non-English speakers?,I'm worried you might have trouble with parking during construction - let me suggest some alternatives.,general_questions,concerned,Patient asked general information about services. Communication expressed worry or caution.,"provide, interpreter, services, non-English, speakers?"
205,Are there any weekend slots available for a general consultation?,"Based on what you're describing, I think we should get you in sooner rather than later. How's tomorrow?",request_appointment,concerned,Patient requested a future consultation. Communication expressed worry or caution.,"there, weekend, slots, available, general"
206,My test results were supposed to be ready yesterday but still aren't available.,I understand your concern. Let me look into this matter for you.,complaint,neutral,Patient reported dissatisfaction or issues. Communication was matter-of-fact.,"results, supposed, ready, yesterday, still"
207,The rash has spread despite using the prescribed cream - what now?,I'm sorry the treatment hasn't provided the relief we expected. Let's try a different approach.,follow_up,apologetic,Patient followed up regarding previous consultation. Communication included regret or apologies.,"spread, despite, using, prescribed, cream"
208,How do I get a copy of my medical records transferred to another provider?,"Our regular hours are 8am-6pm weekdays, with urgent care until 8pm.",general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"medical, records, transferred, another, provider?"
209,Can you prescribe something stronger for my chronic back pain?,I'm a bit worried about these side effects you're mentioning. Let's discuss alternatives to this medication.,ask_prescription,concerned,Patient asked for medication renewal or advice. Communication expressed worry or caution.,"prescribe, something, stronger, chronic, pain?"
210,My child needs a sports physical - do you have pediatric appointments tomorrow?,"Upon reviewing the physician's calendar, there is availability on Thursday at 2:15pm or Friday at 10:30am.",request_appointment,formal,Patient requested a future consultation. Communication was professional and technical.,"child, needs, sports, physical, pediatric"
211,My insulin prescription is running low - can you send a refill to CVS?,"Unfortunately, I cannot authorize this refill until we address these concerning lab results.",ask_prescription,negative,Patient asked for medication renewal or advice. Communication expressed concerns or dissatisfaction.,"insulin, prescription, running, refill"
212,Your online portal isn't working and I can't access my medical records.,I'm deeply troubled by what you experienced. This isn't the care standard we aim to provide.,complaint,concerned,Patient reported dissatisfaction or issues. Communication expressed worry or caution.,"online, portal, isn't, working, can't"
213,What COVID safety measures are you currently following?,"Our regular hours are 8am-6pm weekdays, with urgent care until 8pm.",general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"COVID, safety, measures, currently, following?"
214,The biopsy results came back - can we discuss them at my next visit?,Let's review your case. What improvements have you noticed with the treatment?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"biopsy, results, discuss, visit?"
215,I need to schedule a physical exam before my overseas trip next month.,I can help with that. Would you prefer an early morning or late afternoon appointment?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"schedule, physical, before, overseas, month."
216,Do you accept my new insurance plan?,Great question! We're pleased to offer extended holiday hours for your convenience.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"accept, insurance, plan?"
217,Could I get an appointment with the cardiology department?,The scheduling protocol allows for a consultation on the requested date pending insurance verification.,request_appointment,formal,Patient requested a future consultation. Communication was professional and technical.,"Could, appointment, cardiology, department?"
218,The antibiotics helped but my sinus infection isn't completely gone.,These test results raise some concerns for me. Let's take a closer look at what's happening.,follow_up,concerned,Patient followed up regarding previous consultation. Communication expressed worry or caution.,"antibiotics, helped, sinus, infection, isn't"
219,I need to schedule my annual diabetes screening and checkup.,Great news! We have several convenient openings that should work perfectly for your schedule.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"schedule, annual, diabetes, screening, checkup."
220,My child needs a sports physical - do you have pediatric appointments tomorrow?,I'd be happy to schedule that for you! We have some excellent time slots available.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"child, needs, sports, physical, pediatric"
221,I've been having chest palpitations that last several minutes at a time.,These symptoms are concerning and require immediate attention. I'm not satisfied with what I'm hearing.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"having, chest, palpitations, several, minutes"
222,What are your clinic hours on holidays?,"Our regular hours are 8am-6pm weekdays, with urgent care until 8pm.",general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"clinic, hours, holidays?"
223,Are there any weekend slots available for a general consultation?,I can help with that. Would you prefer an early morning or late afternoon appointment?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"there, weekend, slots, available, general"
224,I noticed blood in my urine this morning with some burning sensation.,I'm genuinely concerned about what you're experiencing. Let's take these symptoms very seriously.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"noticed, blood, urine, morning, burning"
225,My child needs a sports physical - do you have pediatric appointments tomorrow?,"You know what, I remember you from your last visit! Let's find a perfect time that works for you.",request_appointment,friendly,Patient requested a future consultation. Communication was warm and personable.,"child, needs, sports, physical, pediatric"
226,The receptionist was very rude when I called to reschedule.,"I'm totally with you on this one - that experience wasn't okay, and we can do better!",complaint,friendly,Patient reported dissatisfaction or issues. Communication was warm and personable.,"receptionist, called, reschedule."
227,I'd prefer a telehealth visit if available - when's the next opening?,"Hey, no problem at all! I can totally squeeze you in this Friday - how does that sound?",request_appointment,friendly,Patient requested a future consultation. Communication was warm and personable.,"prefer, telehealth, visit, available, when's"
228,My pharmacy says they need prior authorization for my new cholesterol meds.,I'm sorry you've been experiencing these medication issues. That must be frustrating.,ask_prescription,apologetic,Patient asked for medication renewal or advice. Communication included regret or apologies.,"pharmacy, prior, authorization, cholesterol, meds."
229,The antibiotics helped but my sinus infection isn't completely gone.,I'm actually quite worried about these lingering symptoms. They shouldn't still be present.,follow_up,concerned,Patient followed up regarding previous consultation. Communication expressed worry or caution.,"antibiotics, helped, sinus, infection, isn't"
230,I'm having bad side effects from the new medication - can we switch?,"Great news! Your lab results look excellent, so I'm happy to continue your current medication.",ask_prescription,positive,Patient asked for medication renewal or advice. Communication had an optimistic tone.,"having, effects, medication, switch?"
231,I noticed blood in my urine this morning with some burning sensation.,These symptoms raise some red flags for me. I want to make sure we don't miss anything important.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"noticed, blood, urine, morning, burning"
232,Where can I park when coming for my appointment?,"Our regular hours are 8am-6pm weekdays, with urgent care until 8pm.",general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"Where, coming, appointment?"
233,My insulin prescription is running low - can you send a refill to CVS?,"Let me verify - you need a refill for your medication, correct?",ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"insulin, prescription, running, refill"
234,Which hospital are you affiliated with for emergencies?,"Unfortunately, our holiday hours are significantly reduced due to staffing limitations.",general_questions,negative,Patient asked general information about services. Communication expressed concerns or dissatisfaction.,"Which, hospital, affiliated, emergencies?"
235,My child needs a sports physical - do you have pediatric appointments tomorrow?,I can help with that. Would you prefer an early morning or late afternoon appointment?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"child, needs, sports, physical, pediatric"
236,I completed the treatment but still feel fatigued - what next?,I apologize that you're still experiencing these symptoms. We should have addressed this differently.,follow_up,apologetic,Patient followed up regarding previous consultation. Communication included regret or apologies.,"completed, treatment, still, fatigued, next?"
237,The rash has spread despite using the prescribed cream - what now?,I'm sorry the treatment hasn't provided the relief we expected. Let's try a different approach.,follow_up,apologetic,Patient followed up regarding previous consultation. Communication included regret or apologies.,"spread, despite, using, prescribed, cream"
238,I noticed blood in my urine this morning with some burning sensation.,"Given what you've described, we need to run tests immediately. This requires urgent attention.",discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"noticed, blood, urine, morning, burning"
239,I've been having chest palpitations that last several minutes at a time.,"Upon initial assessment, your described symptoms suggest several potential diagnoses that warrant further investigation.",discuss_symptoms,formal,Patient described current health symptoms. Communication was professional and technical.,"having, chest, palpitations, several, minutes"
240,The billing department charged me for services I never received.,Your grievance has been documented and will be addressed according to our patient resolution protocol.,complaint,formal,Patient reported dissatisfaction or issues. Communication was professional and technical.,"billing, department, charged, services, never"
241,What's your policy on late cancellations?,I apologize that our holiday schedule is so limited. I know it can make things difficult.,general_questions,apologetic,Patient asked general information about services. Communication included regret or apologies.,"What's, policy, cancellations?"
242,Where can I park when coming for my appointment?,"Our regular hours are 8am-6pm weekdays, with urgent care until 8pm.",general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"Where, coming, appointment?"
243,The rash has spread despite using the prescribed cream - what now?,I'm very encouraged by your progress! The treatment is working exactly as we hoped.,follow_up,positive,Patient followed up regarding previous consultation. Communication had an optimistic tone.,"spread, despite, using, prescribed, cream"
244,Do I need a new prescription for my ongoing thyroid medication?,"Let me verify - you need a refill for your medication, correct?",ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"prescription, ongoing, thyroid, medication?"
245,What's your policy on late cancellations?,I'm concerned about your insurance coverage. Let me check some details to make sure you're fully covered.,general_questions,concerned,Patient asked general information about services. Communication expressed worry or caution.,"What's, policy, cancellations?"
246,What COVID safety measures are you currently following?,"Our regular hours are 8am-6pm weekdays, with urgent care until 8pm.",general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"COVID, safety, measures, currently, following?"
247,I've been tracking my blood pressure as instructed - should I continue the meds?,I apologize that you're still experiencing these symptoms. We should have addressed this differently.,follow_up,apologetic,Patient followed up regarding previous consultation. Communication included regret or apologies.,"tracking, blood, pressure, instructed, should"
248,The antidepressant dosage doesn't seem effective anymore - can we adjust?,I'm a bit worried about these side effects you're mentioning. Let's discuss alternatives to this medication.,ask_prescription,concerned,Patient asked for medication renewal or advice. Communication expressed worry or caution.,"antidepressant, dosage, doesn't, effective, anymore"
249,I'd like to make a same-day urgent appointment if possible.,I'd be happy to schedule that for you! We have some excellent time slots available.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"same-day, urgent, appointment, possible."
250,I noticed blood in my urine this morning with some burning sensation.,These symptoms are concerning and require immediate attention. I'm not satisfied with what I'm hearing.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"noticed, blood, urine, morning, burning"
251,I'd prefer a telehealth visit if available - when's the next opening?,"Based on what you're describing, I think we should get you in sooner rather than later. How's tomorrow?",request_appointment,concerned,Patient requested a future consultation. Communication expressed worry or caution.,"prefer, telehealth, visit, available, when's"
252,The biopsy results came back - can we discuss them at my next visit?,These follow-up symptoms require urgent attention. Can you come to the office today?,follow_up,urgent,Patient followed up regarding previous consultation. Communication emphasized immediate action needed.,"biopsy, results, discuss, visit?"
253,Your online portal isn't working and I can't access my medical records.,I appreciate you bringing this to our attention. We're always looking for ways to do better.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"online, portal, isn't, working, can't"
254,What COVID safety measures are you currently following?,I apologize that our holiday schedule is so limited. I know it can make things difficult.,general_questions,apologetic,Patient asked general information about services. Communication included regret or apologies.,"COVID, safety, measures, currently, following?"
255,I lost my prescription slip for the antibiotics - can you reissue?,"Let me verify - you need a refill for your medication, correct?",ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"prescription, antibiotics, reissue?"
256,I'm having bad side effects from the new medication - can we switch?,This is critical - I'm sending an emergency prescription to your pharmacy to be ready within the hour.,ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"having, effects, medication, switch?"
257,I completed the treatment but still feel fatigued - what next?,I'm not satisfied with your progress. These symptoms indicate the treatment isn't working.,follow_up,negative,Patient followed up regarding previous consultation. Communication expressed concerns or dissatisfaction.,"completed, treatment, still, fatigued, next?"
258,Do you accept my new insurance plan?,I'm happy to confirm that we accept your insurance with excellent coverage options.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"accept, insurance, plan?"
259,There's a strange numbness in my left arm that won't go away.,"Upon initial assessment, your described symptoms suggest several potential diagnoses that warrant further investigation.",discuss_symptoms,formal,Patient described current health symptoms. Communication was professional and technical.,"There's, strange, numbness, won't, away."
260,Where can I park when coming for my appointment?,Insurance verification protocols require submission of credentials 48 hours prior to scheduled appointments.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"Where, coming, appointment?"
