conversation_id,patient_message,doctor_response,intent,sentiment,summary,key_points
130,Could I get an appointment with the cardiology department?,The scheduling protocol allows for a consultation on the requested date pending insurance verification.,request_appointment,formal,Patient requested a future consultation. Communication was professional and technical.,"Could, appointment, cardiology, department?"
131,My pharmacy says they need prior authorization for my new cholesterol meds.,I'm concerned about renewing this medication without seeing you first. These side effects are troubling.,ask_prescription,negative,Patient asked for medication renewal or advice. Communication expressed concerns or dissatisfaction.,"pharmacy, prior, authorization, cholesterol, meds."
132,I'm having bad side effects from the new medication - can we switch?,"These symptoms concern me - before renewing, I'd like to check if this medication is still right for you.",ask_prescription,concerned,Patient asked for medication renewal or advice. Communication expressed worry or caution.,"having, effects, medication, switch?"
133,I have severe diarrhea and vomiting since last night - can't keep anything down.,These symptoms are concerning and require immediate attention. I'm not satisfied with what I'm hearing.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"severe, diarrhea, vomiting, since, night"
134,I've been waiting 45 minutes past my scheduled appointment time.,Thank you for bringing this to our attention. This isn't our usual standard.,complaint,neutral,Patient reported dissatisfaction or issues. Communication was matter-of-fact.,"waiting, minutes, scheduled, appointment, time."
135,I'd like to make a same-day urgent appointment if possible.,"Upon reviewing the physician's calendar, there is availability on Thursday at 2:15pm or Friday at 10:30am.",request_appointment,formal,Patient requested a future consultation. Communication was professional and technical.,"same-day, urgent, appointment, possible."
136,It's been 2 weeks since my surgery - when should I come for a wound check?,These test results are not what we hoped for. We need to reconsider our approach immediately.,follow_up,negative,Patient followed up regarding previous consultation. Communication expressed concerns or dissatisfaction.,"weeks, since, surgery, should, wound"
137,Which hospital are you affiliated with for emergencies?,I apologize that our holiday schedule is so limited. I know it can make things difficult.,general_questions,apologetic,Patient asked general information about services. Communication included regret or apologies.,"Which, hospital, affiliated, emergencies?"
138,My child needs a sports physical - do you have pediatric appointments tomorrow?,"Unfortunately, we're extremely booked for the next three weeks due to staff shortages.",request_appointment,negative,Patient requested a future consultation. Communication expressed concerns or dissatisfaction.,"child, needs, sports, physical, pediatric"
139,The doctor didn't explain my diagnosis clearly - I have many unanswered questions.,This level of service is completely unacceptable. I share your frustration entirely.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"doctor, didn't, explain, diagnosis, clearly"
140,I've been having chest palpitations that last several minutes at a time.,These symptoms need immediate investigation. I'm going to expedite some tests right away.,discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"having, chest, palpitations, several, minutes"
141,Do you accept my new insurance plan?,This information is critical - our emergency services remain open 24/7 including all holidays.,general_questions,urgent,Patient asked general information about services. Communication emphasized immediate action needed.,"accept, insurance, plan?"
142,My pharmacy says they need prior authorization for my new cholesterol meds.,I'm a bit worried about these side effects you're mentioning. Let's discuss alternatives to this medication.,ask_prescription,concerned,Patient asked for medication renewal or advice. Communication expressed worry or caution.,"pharmacy, prior, authorization, cholesterol, meds."
143,What COVID safety measures are you currently following?,Great question! We're pleased to offer extended holiday hours for your convenience.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"COVID, safety, measures, currently, following?"
144,What's your policy on late cancellations?,I'm happy to confirm that we accept your insurance with excellent coverage options.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"What's, policy, cancellations?"
145,Which hospital are you affiliated with for emergencies?,The facility operational hours during designated holidays are restricted to 10am-2pm for essential services only.,general_questions,formal,Patient asked general information about services. Communication was professional and technical.,"Which, hospital, affiliated, emergencies?"
146,I'm having bad side effects from the new medication - can we switch?,"Upon review of your medical history, a prescription renewal is authorized pending pharmacy verification.",ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"having, effects, medication, switch?"
147,What are your clinic hours on holidays?,This information is critical - our emergency services remain open 24/7 including all holidays.,general_questions,urgent,Patient asked general information about services. Communication emphasized immediate action needed.,"clinic, hours, holidays?"
148,I have severe diarrhea and vomiting since last night - can't keep anything down.,I apologize that you've been suffering. The healthcare system can sometimes miss these early signs.,discuss_symptoms,apologetic,Patient described current health symptoms. Communication included regret or apologies.,"severe, diarrhea, vomiting, since, night"
149,There's a strange numbness in my left arm that won't go away.,I'm quite worried about these symptoms. They indicate a potentially serious condition we need to address.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"There's, strange, numbness, won't, away."
150,The billing department charged me for services I never received.,Thank you so much for this feedback. It's patients like you who help us improve our services.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"billing, department, charged, services, never"
151,I've been having chest palpitations that last several minutes at a time.,"I hear you're really going through a tough time with these symptoms. Let's figure this out together, okay?",discuss_symptoms,friendly,Patient described current health symptoms. Communication was warm and personable.,"having, chest, palpitations, several, minutes"
152,The nurse didn't return my urgent call about medication side effects.,Oh no! That definitely wasn't supposed to happen! Let me help make this right for you.,complaint,friendly,Patient reported dissatisfaction or issues. Communication was warm and personable.,"nurse, didn't, return, urgent, about"
153,The billing department charged me for services I never received.,"Given the severity of this issue, I'm taking immediate steps to address it today.",complaint,urgent,Patient reported dissatisfaction or issues. Communication emphasized immediate action needed.,"billing, department, charged, services, never"
154,Do you accept my new insurance plan?,We accept most major insurance plans. May I have your member ID to verify?,general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"accept, insurance, plan?"
155,I need to schedule a physical exam before my overseas trip next month.,Great news! We have several convenient openings that should work perfectly for your schedule.,request_appointment,positive,Patient requested a future consultation. Communication had an optimistic tone.,"schedule, physical, before, overseas, month."
156,I'm experiencing shortness of breath even with minimal activity.,These symptoms are concerning and require immediate attention. I'm not satisfied with what I'm hearing.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"experiencing, shortness, breath, minimal, activity."
157,I noticed blood in my urine this morning with some burning sensation.,That sounds notable. Have you noticed any triggers or patterns to when this occurs?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"noticed, blood, urine, morning, burning"
158,I've been having chest palpitations that last several minutes at a time.,"I hear you're really going through a tough time with these symptoms. Let's figure this out together, okay?",discuss_symptoms,friendly,Patient described current health symptoms. Communication was warm and personable.,"having, chest, palpitations, several, minutes"
159,Do I need a new prescription for my ongoing thyroid medication?,No problem at all with that refill! I'll take care of it right away so you don't have to worry.,ask_prescription,friendly,Patient asked for medication renewal or advice. Communication was warm and personable.,"prescription, ongoing, thyroid, medication?"
160,My blood sugar levels have stabilized - do I still need the same dosage?,I'm not satisfied with your progress. These symptoms indicate the treatment isn't working.,follow_up,negative,Patient followed up regarding previous consultation. Communication expressed concerns or dissatisfaction.,"blood, sugar, levels, stabilized, still"
161,My child needs a sports physical - do you have pediatric appointments tomorrow?,"Unfortunately, we're extremely booked for the next three weeks due to staff shortages.",request_appointment,negative,Patient requested a future consultation. Communication expressed concerns or dissatisfaction.,"child, needs, sports, physical, pediatric"
162,I'm having bad side effects from the new medication - can we switch?,I apologize for the confusion with your prescription. Let me fix this right away.,ask_prescription,apologetic,Patient asked for medication renewal or advice. Communication included regret or apologies.,"having, effects, medication, switch?"
163,The prescription you sent was out of stock at my pharmacy with no alternatives.,This level of service is completely unacceptable. I share your frustration entirely.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"prescription, stock, pharmacy, alternatives."
164,The prescription you sent was out of stock at my pharmacy with no alternatives.,Your experience worries me greatly. No patient should face these kinds of issues.,complaint,concerned,Patient reported dissatisfaction or issues. Communication expressed worry or caution.,"prescription, stock, pharmacy, alternatives."
165,I'd like to make a same-day urgent appointment if possible.,I'm so sorry about the wait times lately. Let me do my best to find something that works for you.,request_appointment,apologetic,Patient requested a future consultation. Communication included regret or apologies.,"same-day, urgent, appointment, possible."
166,The billing department charged me for services I never received.,This level of service is completely unacceptable. I share your frustration entirely.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"billing, department, charged, services, never"
167,"My joints are swollen and painful, especially in the mornings.","I understand your concern and I'm glad you came in. Based on what you're describing, we have several good treatment options.",discuss_symptoms,positive,Patient described current health symptoms. Communication had an optimistic tone.,"joints, swollen, painful,, especially, mornings."
168,The physical therapy exercises caused more pain - is this normal?,Glad you're following up. How have your symptoms progressed since we last spoke?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"physical, therapy, exercises, caused, normal?"
169,The physical therapy exercises caused more pain - is this normal?,I'm very encouraged by your progress! The treatment is working exactly as we hoped.,follow_up,positive,Patient followed up regarding previous consultation. Communication had an optimistic tone.,"physical, therapy, exercises, caused, normal?"
170,I lost my prescription slip for the antibiotics - can you reissue?,"Hey, thanks for the heads-up about running low! I'll get that sent over to your pharmacy today.",ask_prescription,friendly,Patient asked for medication renewal or advice. Communication was warm and personable.,"prescription, antibiotics, reissue?"
171,I noticed blood in my urine this morning with some burning sensation.,These symptoms need immediate investigation. I'm going to expedite some tests right away.,discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"noticed, blood, urine, morning, burning"
172,The doctor didn't explain my diagnosis clearly - I have many unanswered questions.,I understand your concern. Let me look into this matter for you.,complaint,neutral,Patient reported dissatisfaction or issues. Communication was matter-of-fact.,"doctor, didn't, explain, diagnosis, clearly"
173,The nurse didn't return my urgent call about medication side effects.,"I'm totally with you on this one - that experience wasn't okay, and we can do better!",complaint,friendly,Patient reported dissatisfaction or issues. Communication was warm and personable.,"nurse, didn't, return, urgent, about"
174,What are your clinic hours on holidays?,We accept most major insurance plans. May I have your member ID to verify?,general_questions,neutral,Patient asked general information about services. Communication was matter-of-fact.,"clinic, hours, holidays?"
175,How do I get a copy of my medical records transferred to another provider?,"For urgent needs, please note our special holiday triage line is always available.",general_questions,urgent,Patient asked general information about services. Communication emphasized immediate action needed.,"medical, records, transferred, another, provider?"
176,What's your policy on late cancellations?,I'm concerned about your insurance coverage. Let me check some details to make sure you're fully covered.,general_questions,concerned,Patient asked general information about services. Communication expressed worry or caution.,"What's, policy, cancellations?"
177,I've been waiting 45 minutes past my scheduled appointment time.,The administrative team will conduct a thorough investigation into the reported procedural deviation.,complaint,formal,Patient reported dissatisfaction or issues. Communication was professional and technical.,"waiting, minutes, scheduled, appointment, time."
178,My test results were supposed to be ready yesterday but still aren't available.,I appreciate you bringing this to our attention. We're always looking for ways to do better.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"results, supposed, ready, yesterday, still"
179,I've been tracking my blood pressure as instructed - should I continue the meds?,Let's review your case. What improvements have you noticed with the treatment?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"tracking, blood, pressure, instructed, should"
180,I need to schedule my annual diabetes screening and checkup.,"Given your situation, I'll rearrange the schedule to fit you in today. This can't wait.",request_appointment,urgent,Patient requested a future consultation. Communication emphasized immediate action needed.,"schedule, annual, diabetes, screening, checkup."
181,The prescription you sent was out of stock at my pharmacy with no alternatives.,Oh no! That definitely wasn't supposed to happen! Let me help make this right for you.,complaint,friendly,Patient reported dissatisfaction or issues. Communication was warm and personable.,"prescription, stock, pharmacy, alternatives."
182,The prescription you sent was out of stock at my pharmacy with no alternatives.,Oh no! That definitely wasn't supposed to happen! Let me help make this right for you.,complaint,friendly,Patient reported dissatisfaction or issues. Communication was warm and personable.,"prescription, stock, pharmacy, alternatives."
183,What's your policy on late cancellations?,I'm happy to confirm that we accept your insurance with excellent coverage options.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"What's, policy, cancellations?"
184,Do I need a new prescription for my ongoing thyroid medication?,I'm concerned about renewing this medication without seeing you first. These side effects are troubling.,ask_prescription,negative,Patient asked for medication renewal or advice. Communication expressed concerns or dissatisfaction.,"prescription, ongoing, thyroid, medication?"
185,Your online portal isn't working and I can't access my medical records.,I understand your concern. Let me look into this matter for you.,complaint,neutral,Patient reported dissatisfaction or issues. Communication was matter-of-fact.,"online, portal, isn't, working, can't"
186,Which hospital are you affiliated with for emergencies?,I apologize that our holiday schedule is so limited. I know it can make things difficult.,general_questions,apologetic,Patient asked general information about services. Communication included regret or apologies.,"Which, hospital, affiliated, emergencies?"
187,"My joints are swollen and painful, especially in the mornings.",I'm quite worried about these symptoms. They indicate a potentially serious condition we need to address.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"joints, swollen, painful,, especially, mornings."
188,My child needs a sports physical - do you have pediatric appointments tomorrow?,Let me check our availability. Are you looking for something this week or next?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"child, needs, sports, physical, pediatric"
189,Could I get an appointment with the cardiology department?,I can help with that. Would you prefer an early morning or late afternoon appointment?,request_appointment,neutral,Patient requested a future consultation. Communication was matter-of-fact.,"Could, appointment, cardiology, department?"
190,I have severe diarrhea and vomiting since last night - can't keep anything down.,"I understand your concern and I'm glad you came in. Based on what you're describing, we have several good treatment options.",discuss_symptoms,positive,Patient described current health symptoms. Communication had an optimistic tone.,"severe, diarrhea, vomiting, since, night"
191,I've been tracking my blood pressure as instructed - should I continue the meds?,I'm actually quite worried about these lingering symptoms. They shouldn't still be present.,follow_up,concerned,Patient followed up regarding previous consultation. Communication expressed worry or caution.,"tracking, blood, pressure, instructed, should"
192,The nurse didn't return my urgent call about medication side effects.,I am so sorry this happened to you. There's no excuse for this kind of treatment.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"nurse, didn't, return, urgent, about"
193,I noticed blood in my urine this morning with some burning sensation.,"Given what you've described, we need to run tests immediately. This requires urgent attention.",discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"noticed, blood, urine, morning, burning"
194,The receptionist was very rude when I called to reschedule.,I understand your concern. Let me look into this matter for you.,complaint,neutral,Patient reported dissatisfaction or issues. Communication was matter-of-fact.,"receptionist, called, reschedule."
195,I need to schedule my annual diabetes screening and checkup.,"You know what, I remember you from your last visit! Let's find a perfect time that works for you.",request_appointment,friendly,Patient requested a future consultation. Communication was warm and personable.,"schedule, annual, diabetes, screening, checkup."
196,It's been 2 weeks since my surgery - when should I come for a wound check?,I'm very encouraged by your progress! The treatment is working exactly as we hoped.,follow_up,positive,Patient followed up regarding previous consultation. Communication had an optimistic tone.,"weeks, since, surgery, should, wound"
197,The nurse didn't return my urgent call about medication side effects.,"Given the severity of this issue, I'm taking immediate steps to address it today.",complaint,urgent,Patient reported dissatisfaction or issues. Communication emphasized immediate action needed.,"nurse, didn't, return, urgent, about"
198,Are there any weekend slots available for a general consultation?,I regret to inform you that Dr. Smith's schedule is completely full for the next month.,request_appointment,negative,Patient requested a future consultation. Communication expressed concerns or dissatisfaction.,"there, weekend, slots, available, general"
199,The biopsy results came back - can we discuss them at my next visit?,Let's review your case. What improvements have you noticed with the treatment?,follow_up,neutral,Patient followed up regarding previous consultation. Communication was matter-of-fact.,"biopsy, results, discuss, visit?"
200,My test results were supposed to be ready yesterday but still aren't available.,This level of service is completely unacceptable. I share your frustration entirely.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"results, supposed, ready, yesterday, still"
201,I have severe diarrhea and vomiting since last night - can't keep anything down.,These symptoms raise some red flags for me. I want to make sure we don't miss anything important.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"severe, diarrhea, vomiting, since, night"
202,There's sharp pain in my lower right abdomen that comes and goes.,I understand this must be worrying. How long exactly have you been experiencing these symptoms?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"There's, sharp, lower, right, abdomen"
203,Can you prescribe something stronger for my chronic back pain?,"Let me verify - you need a refill for your medication, correct?",ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"prescribe, something, stronger, chronic, pain?"
204,Where can I park when coming for my appointment?,"Unfortunately, our holiday hours are significantly reduced due to staffing limitations.",general_questions,negative,Patient asked general information about services. Communication expressed concerns or dissatisfaction.,"Where, coming, appointment?"
205,Can you prescribe something stronger for my chronic back pain?,"These symptoms concern me - before renewing, I'd like to check if this medication is still right for you.",ask_prescription,concerned,Patient asked for medication renewal or advice. Communication expressed worry or caution.,"prescribe, something, stronger, chronic, pain?"
206,I've been having chest palpitations that last several minutes at a time.,I understand this must be worrying. How long exactly have you been experiencing these symptoms?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"having, chest, palpitations, several, minutes"
207,I lost my prescription slip for the antibiotics - can you reissue?,"Let me verify - you need a refill for your medication, correct?",ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"prescription, antibiotics, reissue?"
208,I've been waiting 45 minutes past my scheduled appointment time.,Your experience worries me greatly. No patient should face these kinds of issues.,complaint,concerned,Patient reported dissatisfaction or issues. Communication expressed worry or caution.,"waiting, minutes, scheduled, appointment, time."
209,I have severe diarrhea and vomiting since last night - can't keep anything down.,I apologize that you've been suffering. The healthcare system can sometimes miss these early signs.,discuss_symptoms,apologetic,Patient described current health symptoms. Communication included regret or apologies.,"severe, diarrhea, vomiting, since, night"
210,I need to schedule a physical exam before my overseas trip next month.,I apologize for the scheduling difficulties. We're working to improve our availability.,request_appointment,apologetic,Patient requested a future consultation. Communication included regret or apologies.,"schedule, physical, before, overseas, month."
211,I've been tracking my blood pressure as instructed - should I continue the meds?,These are excellent results. You're responding to treatment better than expected.,follow_up,positive,Patient followed up regarding previous consultation. Communication had an optimistic tone.,"tracking, blood, pressure, instructed, should"
212,My test results were supposed to be ready yesterday but still aren't available.,I understand your concern. Let me look into this matter for you.,complaint,neutral,Patient reported dissatisfaction or issues. Communication was matter-of-fact.,"results, supposed, ready, yesterday, still"
213,What's your policy on late cancellations?,I'm happy to confirm that we accept your insurance with excellent coverage options.,general_questions,positive,Patient asked general information about services. Communication had an optimistic tone.,"What's, policy, cancellations?"
214,The rash has spread despite using the prescribed cream - what now?,"Given what you're describing, I need you to come in immediately for reassessment.",follow_up,urgent,Patient followed up regarding previous consultation. Communication emphasized immediate action needed.,"spread, despite, using, prescribed, cream"
215,The billing department charged me for services I never received.,I am so sorry this happened to you. There's no excuse for this kind of treatment.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"billing, department, charged, services, never"
216,Do I need a new prescription for my ongoing thyroid medication?,I apologize for the confusion with your prescription. Let me fix this right away.,ask_prescription,apologetic,Patient asked for medication renewal or advice. Communication included regret or apologies.,"prescription, ongoing, thyroid, medication?"
217,Can you prescribe something stronger for my chronic back pain?,This is critical - I'm sending an emergency prescription to your pharmacy to be ready within the hour.,ask_prescription,urgent,Patient asked for medication renewal or advice. Communication emphasized immediate action needed.,"prescribe, something, stronger, chronic, pain?"
218,I've had a persistent headache for three days now with blurred vision.,These symptoms need immediate investigation. I'm going to expedite some tests right away.,discuss_symptoms,urgent,Patient described current health symptoms. Communication emphasized immediate action needed.,"persistent, headache, three, blurred, vision."
219,The billing department charged me for services I never received.,This level of service is completely unacceptable. I share your frustration entirely.,complaint,negative,Patient reported dissatisfaction or issues. Communication expressed concerns or dissatisfaction.,"billing, department, charged, services, never"
220,How do I get a copy of my medical records transferred to another provider?,"Oh, holidays are actually when we have our most flexible hours! We try to make it super convenient!",general_questions,friendly,Patient asked general information about services. Communication was warm and personable.,"medical, records, transferred, another, provider?"
221,Do I need a new prescription for my ongoing thyroid medication?,I'm a bit worried about these side effects you're mentioning. Let's discuss alternatives to this medication.,ask_prescription,concerned,Patient asked for medication renewal or advice. Communication expressed worry or caution.,"prescription, ongoing, thyroid, medication?"
222,I need to schedule my annual diabetes screening and checkup.,"Based on what you're describing, I think we should get you in sooner rather than later. How's tomorrow?",request_appointment,concerned,Patient requested a future consultation. Communication expressed worry or caution.,"schedule, annual, diabetes, screening, checkup."
223,The billing department charged me for services I never received.,"I'm totally with you on this one - that experience wasn't okay, and we can do better!",complaint,friendly,Patient reported dissatisfaction or issues. Communication was warm and personable.,"billing, department, charged, services, never"
224,I'm having bad side effects from the new medication - can we switch?,I'm concerned about renewing this medication without seeing you first. These side effects are troubling.,ask_prescription,negative,Patient asked for medication renewal or advice. Communication expressed concerns or dissatisfaction.,"having, effects, medication, switch?"
225,Which hospital are you affiliated with for emergencies?,This information is critical - our emergency services remain open 24/7 including all holidays.,general_questions,urgent,Patient asked general information about services. Communication emphasized immediate action needed.,"Which, hospital, affiliated, emergencies?"
226,I'd prefer a telehealth visit if available - when's the next opening?,I'm putting you down for our emergency slot at 3pm today. Please arrive 15 minutes early.,request_appointment,urgent,Patient requested a future consultation. Communication emphasized immediate action needed.,"prefer, telehealth, visit, available, when's"
227,I need to schedule my annual diabetes screening and checkup.,"Upon reviewing the physician's calendar, there is availability on Thursday at 2:15pm or Friday at 10:30am.",request_appointment,formal,Patient requested a future consultation. Communication was professional and technical.,"schedule, annual, diabetes, screening, checkup."
228,There's sharp pain in my lower right abdomen that comes and goes.,I'm quite worried about these symptoms. They indicate a potentially serious condition we need to address.,discuss_symptoms,negative,Patient described current health symptoms. Communication expressed concerns or dissatisfaction.,"There's, sharp, lower, right, abdomen"
229,I'd like to make a same-day urgent appointment if possible.,I'm a bit worried about waiting too long for this appointment. Let me see what I can do to expedite it.,request_appointment,concerned,Patient requested a future consultation. Communication expressed worry or caution.,"same-day, urgent, appointment, possible."
230,I have severe diarrhea and vomiting since last night - can't keep anything down.,I'm genuinely concerned about what you're experiencing. Let's take these symptoms very seriously.,discuss_symptoms,concerned,Patient described current health symptoms. Communication expressed worry or caution.,"severe, diarrhea, vomiting, since, night"
231,I'd like to make a same-day urgent appointment if possible.,I'm so sorry about the wait times lately. Let me do my best to find something that works for you.,request_appointment,apologetic,Patient requested a future consultation. Communication included regret or apologies.,"same-day, urgent, appointment, possible."
232,I completed the treatment but still feel fatigued - what next?,"You know, I've been thinking about your case - sounds like you're really making progress!",follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"completed, treatment, still, fatigued, next?"
233,I noticed blood in my urine this morning with some burning sensation.,Thank you for providing such clear details about your symptoms. This gives us a promising starting point for treatment.,discuss_symptoms,positive,Patient described current health symptoms. Communication had an optimistic tone.,"noticed, blood, urine, morning, burning"
234,Do I need a new prescription for my ongoing thyroid medication?,I can certainly renew that. Has your current dosage been effective for you?,ask_prescription,neutral,Patient asked for medication renewal or advice. Communication was matter-of-fact.,"prescription, ongoing, thyroid, medication?"
235,My child needs a sports physical - do you have pediatric appointments tomorrow?,The scheduling protocol allows for a consultation on the requested date pending insurance verification.,request_appointment,formal,Patient requested a future consultation. Communication was professional and technical.,"child, needs, sports, physical, pediatric"
236,I'd like to make a same-day urgent appointment if possible.,I'm a bit worried about waiting too long for this appointment. Let me see what I can do to expedite it.,request_appointment,concerned,Patient requested a future consultation. Communication expressed worry or caution.,"same-day, urgent, appointment, possible."
237,Could I get an appointment with the cardiology department?,I regret to inform you that Dr. Smith's schedule is completely full for the next month.,request_appointment,negative,Patient requested a future consultation. Communication expressed concerns or dissatisfaction.,"Could, appointment, cardiology, department?"
238,I lost my prescription slip for the antibiotics - can you reissue?,I'm sorry you've been experiencing these medication issues. That must be frustrating.,ask_prescription,apologetic,Patient asked for medication renewal or advice. Communication included regret or apologies.,"prescription, antibiotics, reissue?"
239,The nurse didn't return my urgent call about medication side effects.,The administrative team will conduct a thorough investigation into the reported procedural deviation.,complaint,formal,Patient reported dissatisfaction or issues. Communication was professional and technical.,"nurse, didn't, return, urgent, about"
240,I'm traveling abroad and need a 3-month supply of my blood thinners.,The clinical protocol indicates that medication adjustment may be warranted based on reported efficacy.,ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"traveling, abroad, 3-month, supply, blood"
241,The rash has spread despite using the prescribed cream - what now?,I'm sorry the treatment hasn't provided the relief we expected. Let's try a different approach.,follow_up,apologetic,Patient followed up regarding previous consultation. Communication included regret or apologies.,"spread, despite, using, prescribed, cream"
242,The rash has spread despite using the prescribed cream - what now?,The post-procedure assessment indicates satisfactory healing with no contraindications for resuming normal activity.,follow_up,formal,Patient followed up regarding previous consultation. Communication was professional and technical.,"spread, despite, using, prescribed, cream"
243,The antibiotics helped but my sinus infection isn't completely gone.,I'm not satisfied with your progress. These symptoms indicate the treatment isn't working.,follow_up,negative,Patient followed up regarding previous consultation. Communication expressed concerns or dissatisfaction.,"antibiotics, helped, sinus, infection, isn't"
244,Your online portal isn't working and I can't access my medical records.,Thank you so much for this feedback. It's patients like you who help us improve our services.,complaint,positive,Patient reported dissatisfaction or issues. Communication had an optimistic tone.,"online, portal, isn't, working, can't"
245,I need to schedule a physical exam before my overseas trip next month.,I'm so sorry about the wait times lately. Let me do my best to find something that works for you.,request_appointment,apologetic,Patient requested a future consultation. Communication included regret or apologies.,"schedule, physical, before, overseas, month."
246,The nurse didn't return my urgent call about medication side effects.,This requires immediate attention. I'm escalating this to our director right now.,complaint,urgent,Patient reported dissatisfaction or issues. Communication emphasized immediate action needed.,"nurse, didn't, return, urgent, about"
247,I'm experiencing shortness of breath even with minimal activity.,That sounds notable. Have you noticed any triggers or patterns to when this occurs?,discuss_symptoms,neutral,Patient described current health symptoms. Communication was matter-of-fact.,"experiencing, shortness, breath, minimal, activity."
248,I lost my prescription slip for the antibiotics - can you reissue?,"Upon review of your medical history, a prescription renewal is authorized pending pharmacy verification.",ask_prescription,formal,Patient asked for medication renewal or advice. Communication was professional and technical.,"prescription, antibiotics, reissue?"
249,Your online portal isn't working and I can't access my medical records.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"online, portal, isn't, working, can't"
250,I noticed blood in my urine this morning with some burning sensation.,"Upon initial assessment, your described symptoms suggest several potential diagnoses that warrant further investigation.",discuss_symptoms,formal,Patient described current health symptoms. Communication was professional and technical.,"noticed, blood, urine, morning, burning"
251,I'm traveling abroad and need a 3-month supply of my blood thinners.,"Hey, thanks for the heads-up about running low! I'll get that sent over to your pharmacy today.",ask_prescription,friendly,Patient asked for medication renewal or advice. Communication was warm and personable.,"traveling, abroad, 3-month, supply, blood"
252,Do you provide interpreter services for non-English speakers?,"For urgent needs, please note our special holiday triage line is always available.",general_questions,urgent,Patient asked general information about services. Communication emphasized immediate action needed.,"provide, interpreter, services, non-English, speakers?"
253,Do you provide interpreter services for non-English speakers?,I apologize that our holiday schedule is so limited. I know it can make things difficult.,general_questions,apologetic,Patient asked general information about services. Communication included regret or apologies.,"provide, interpreter, services, non-English, speakers?"
254,I've been having chest palpitations that last several minutes at a time.,"Upon initial assessment, your described symptoms suggest several potential diagnoses that warrant further investigation.",discuss_symptoms,formal,Patient described current health symptoms. Communication was professional and technical.,"having, chest, palpitations, several, minutes"
255,I need to schedule a physical exam before my overseas trip next month.,"You know what, I remember you from your last visit! Let's find a perfect time that works for you.",request_appointment,friendly,Patient requested a future consultation. Communication was warm and personable.,"schedule, physical, before, overseas, month."
256,My blood sugar levels have stabilized - do I still need the same dosage?,"You know, I've been thinking about your case - sounds like you're really making progress!",follow_up,friendly,Patient followed up regarding previous consultation. Communication was warm and personable.,"blood, sugar, levels, stabilized, still"
257,I completed the treatment but still feel fatigued - what next?,These test results raise some concerns for me. Let's take a closer look at what's happening.,follow_up,concerned,Patient followed up regarding previous consultation. Communication expressed worry or caution.,"completed, treatment, still, fatigued, next?"
258,My blood sugar levels have stabilized - do I still need the same dosage?,I'm not satisfied with your progress. These symptoms indicate the treatment isn't working.,follow_up,negative,Patient followed up regarding previous consultation. Communication expressed concerns or dissatisfaction.,"blood, sugar, levels, stabilized, still"
259,The receptionist was very rude when I called to reschedule.,I sincerely apologize for this experience - it's completely our fault and we will make it right.,complaint,apologetic,Patient reported dissatisfaction or issues. Communication included regret or apologies.,"receptionist, called, reschedule."
